Search Condition
State,Not Specified
Composition
,Component Unit,mass%
Component,Main,,Component,,,,min,max
,,NOT,B2O3,,,,,,
,*,AND,Na2O,,,,,,
,*,AND,MgO,,,,,,
,,OR,Al2O3,,,,,,
,*,AND,SiO2,,,,,,
,,OR,SO2,SO3,,,,,
,,OR,K2O,,,,,,
,*,AND,CaO,,,,,,
,Total of Main Components >=,95,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Young's Modulus at RT,,,,Common,,
OR,Young's Modulus at RT,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mass%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, Na2O, K2O, SO3, SO2, Young's Modulus at RT ( GPa )
12932, GJ03-373016, Bull. Materials Science, 2016, v. 039  p. 0365, 42.84, , 1.73, , 32.36, , , , , 97.24
12933, GJ03-373017, Bull. Materials Science, 2016, v. 039  p. 0365, 42.57, , 2.58, , 32.16, , , , , 101.95
12934, GJ03-373018, Bull. Materials Science, 2016, v. 039  p. 0365, 42.06, , 4.25, , 31.78, , , , , 104.38
12935, GJ03-373178, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 55.57, , 15.13, 2.76, 9.79, 1.98, 1.64, , , 54.0
12936, GJ03-373179, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 54.04, , 14.75, 2.67, 9.55, 1.87, 1.56, , , 67.0
12937, GJ03-373180, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 53.02, , 14.47, 2.61, 9.34, 1.81, 1.6, , , 66.0
12938, GJ02-373181, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 51.88, , 14.19, 2.55, 9.13, 1.76, 1.49, , , 61.0
12939, GJ03-373182, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 53.62, , 14.62, 2.65, 9.43, 5.44, 1.51, , , 57.0
12940, GJ03-373183, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 51.46, , 14.06, 2.54, 9.05, 9.09, 1.52, , , 56.0
12941, GJ03-373184, Int. J. Applied Glass Science, 2016, v. 007  p. 0118, 49.51, , 13.55, 2.44, 8.69, 12.63, 1.39, , , 54.0
12942, GJ02-373320, Physics and Chemistry of  Glasses, 2017, v. 058  p. 0207, 61.74, , 1.71, , 8.58, 25.03, , , , 81.04
12943, GJ02-373321, Physics and Chemistry of  Glasses, 2017, v. 058  p. 0207, 62.78, , 1.74, , 8.72, 25.45, , , , 82.15
12944, GJ02-373322, Physics and Chemistry of  Glasses, 2017, v. 058  p. 0207, 62.82, , 1.75, , 8.73, 25.47, , , , 75.04
12945, GJ02-373323, Physics and Chemistry of  Glasses, 2017, v. 058  p. 0207, 62.78, , 1.74, , 8.72, 25.45, , , , 80.44
12946, GJ02-373324, Physics and Chemistry of  Glasses, 2017, v. 058  p. 0207, 60.23, , 1.67, , 8.37, 24.42, , , , 77.98
12947, GJ20-373400, J. Non-Crystalline Solids, 2017, v. 473  p. 0125, , , , , , 7.43, 11.3, , , 40.75
12948, GJ02-373542, J. Non-Crystalline Solids, 2017, v. 476  p. 0087, 58.43, 17.53, 6.1, , , 17.94, , , , *
12949, GJ03-373599, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 55.49, , 15.14, 2.76, 9.79, 2.0, 1.66, , , 54.0
12950, GJ03-373600, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 54.29, , 14.78, 5.72, 9.63, 1.96, 1.56, , , 59.0
12951, GJ03-373601, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 52.67, , 14.36, 8.8, 9.26, 1.81, 1.59, , , 60.0
12952, GJ03-373602, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 50.78, , 13.84, 11.98, 8.92, 1.76, 1.48, , , 61.0
12953, GJ03-373603, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 52.35, , 14.27, 2.62, 9.23, 1.8, 1.51, , , 72.0
12954, GJ03-373604, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 48.45, , 13.49, 2.47, 8.69, 1.77, 1.49, , , 68.0
12955, GJ07-373605, J. Non-Crystalline Solids, 2017, v. 476  p. 0144, 45.11, , 12.81, 2.34, 8.23, 1.68, 1.34, , , 62.0
12956, GJ25-373664, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 26.25, , 3.99, , 53.2
12957, GJ25-373665, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 27.24, , 7.82, , 47.4
12958, GJ25-373666, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 28.21, , 11.5, , 44.7
12959, GJ25-373667, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 29.13, , 15.06, , 43.6
12960, GJ25-373670, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 24.93, , 4.02, , 48.6
12961, GJ25-373671, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 27.24, , 7.82, , 47.4
12962, GJ25-373672, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 29.45, , 11.41, , 41.3
12963, GJ25-373673, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , 31.51, , 14.81, , 40.1
12964, GJ25-373675, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 3.41, , 76.1
12965, GJ60-373676, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 7.01, , 71.8
12966, GJ60-373680, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 3.65, , 75.4
12967, GJ60-373681, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 5.55, , 73.4
12968, GJ60-373685, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 2.39, , 77.5
12969, GJ60-373686, J. Non-Crystalline Solids, 2017, v. 477  p. 0058, , , , , , , , 4.03, , 73.7
12970, GJ06-373984, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 64.79, 8.46, 17.03, 2.45, 2.55, , , , , 73.83
12971, GJ03-373985, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 62.89, 8.45, 17.01, 2.93, 3.06, , , , , 77.37
12972, GJ03-373986, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 60.99, 8.44, 16.99, 3.42, 3.57, , , , , 77.58
12973, GJ03-373987, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 59.1, 8.43, 16.97, 3.9, 4.07, , , , , 78.9
12974, GJ03-373988, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 57.2, 8.42, 16.95, 4.39, 4.58, , , , , 81.4
12975, GJ03-373989, J. Non-Crystalline Solids, 2018, v. 481  p. 0403, 55.33, 8.41, 16.93, 4.87, 5.08, , , , , 82.49
12976, GJ20-374005, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 1.53, , , , , , , 51.5
12977, GJ20-374006, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 2.41, , , , , , , 54.0
12978, GJ20-374007, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 1.51, , , , , , , 54.0
12979, GJ20-374008, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 2.54, , , , , , , 57.2
12980, GJ20-374009, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 4.64, 2.95, , , , , , 61.0
12981, GJ20-374010, J. Non-Crystalline Solids, 2018, v. 481  p. 0447, , , 1.23, 6.37, , , , , , 62.0
12982, XJ02-374018, J. Non-Crystalline Solids, 2018, v. 481  p. 0457, 72.2, , 3.4, , , , 3.2, , , 102.5
12983, XJ02-374019, J. Non-Crystalline Solids, 2018, v. 481  p. 0457, 72.2, , 3.4, , , , 3.2, , , 102.7
12984, GJ02-374020, J. Non-Crystalline Solids, 2018, v. 481  p. 0457, 72.2, , 3.4, , , , 3.2, , , 80.3
12985, GP02-374139, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 59.03, 0.5, 17.88, 3.0, 1.0, 12.09, 5.0, , , 72.0
12986, GP02-374140, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 57.1, 0.5, 19.8, 3.0, 1.0, 12.09, 5.0, , , 72.0
12987, GP02-374141, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 55.0, 0.5, 19.9, 3.0, 1.0, 12.09, 5.0, , , 73.0
12988, GP02-374142, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 54.84, 0.5, 19.88, 3.0, 1.0, 15.18, 2.1, , , 72.0
12989, GP02-374143, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 58.44, 0.5, 20.38, 1.0, 2.0, 15.08, 2.1, , , 72.0
12990, GP02-374144, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 60.0, 4.4, 19.0, 2.9, , 10.1, 3.1, , , 69.0
12991, GP02-374145, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 60.3, 1.3, 18.9, 2.9, , 15.1, , , , 70.0
12992, GP02-374146, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 59.4, 0.5, 18.7, 2.9, 1.0, 15.0, 2.0, , , 72.0
12993, GP02-374147, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 59.93, 4.4, 17.98, 3.0, , 14.19, , , , 69.0
12994, GP02-374148, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 58.63, 0.5, 19.38, 3.0, 1.0, 14.89, 2.1, , , 72.0
12995, GP02-374149, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 66.6, 4.0, 13.0, 2.9, , 10.0, 3.0, , , 70.0
12996, GP02-374152, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 60.9, 2.0, 19.9, 2.0, , 14.7, , , , 69.0
12997, GP02-374153, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 61.1, 2.4, 18.9, 2.0, , 13.6, 1.5, , , 70.0
12998, GP02-374154, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 61.6, 0.4, 17.9, 3.0, , 14.6, 2.0, , , 71.0
12999, GP02-374155, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 58.0, , 23.0, 2.0, , 16.5, , , , 71.0
13000, GP02-374156, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 59.0, 1.0, 23.0, 2.0, , 14.5, , , , 71.0
13001, GP02-374157, Japanese Patent    Nippon Electric Glass (J), 2016, A121067, 60.0, 1.0, 21.0, 2.0, , 15.5, , , , 70.0
13002, GP05-374200, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 65.0, 13.5, 8.2, , 3.3, 8.7, , , , 71.0
13003, GP05-374201, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 63.2, 13.1, 8.0, , 3.2, 11.3, , , , 74.0
13004, GP02-374202, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 65.3, 8.6, 8.0, , 3.2, 13.6, , , , 75.0
13005, GP05-374203, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 64.0, 13.3, 8.0, , 3.2, 10.1, , , , 75.0
13006, GP03-374204, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 60.0, 9.8, 16.7, 0.8, 8.0, , , , , 75.0
13007, GP02-374205, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 58.47, , 13.01, 2.0, 2.0, 14.51, 5.51, , , 75.0
13008, GP02-374206, Japanese Patent    Nippon Electric Glass (J), 2016, A124758, 61.33, 0.5, 17.98, 3.0, , 14.49, 2.0, , , 71.0
13009, GP03-374306, Japanese Patent    Nippon Electric Glass (J), 2016, A138005, 47.2, , 2.5, , 20.2, 7.2, 4.0, , , 87.0
13010, GP03-374307, Japanese Patent    Nippon Electric Glass (J), 2016, A138005, 47.2, , 2.5, , 14.3, 7.2, 9.9, , , 93.0
13011, XP06-374343, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 65.69, , 22.2, 0.7, , 0.4, 0.3, , , 91.0
13012, XP06-374344, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 66.69, , 21.6, 0.6, , 0.5, 0.1, , , 92.0
13013, XP06-374345, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 64.09, , 23.0, 1.3, , 0.4, 0.2, , , 91.0
13014, XP06-374346, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 67.59, , 20.2, 1.1, , 0.2, 0.2, , , 93.0
13015, XP06-374347, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 65.69, , 22.2, 0.7, , 0.4, 0.3, , , 86.0
13016, XP06-374348, Japanese Patent    Nippon Electric Glass (J), 2016, A141607, 65.7, , 22.2, 0.7, , 0.4, 0.3, , , 86.0
13017, GP02-374402, US Patent    Corning Inc. (US), 2016, A9517967, 58.71, 7.14, 19.98, 0.93, 0.07, 12.22, 0.72, , , 66.999
13018, GP06-374403, US Patent    Corning Inc. (US), 2016, A9517967, 59.05, 6.71, 20.71, 1.55, 0.07, 10.96, 0.72, , , 67.62
13019, GP02-374404, US Patent    Corning Inc. (US), 2016, A9517967, 44.2, 7.01, 29.54, 0.59, 0.1, 17.03, 1.31, , , 67.551
13020, GP02-374405, US Patent    Corning Inc. (US), 2016, A9517967, 57.69, 6.27, 20.25, 1.22, 0.07, 13.57, 0.7, , , 68.724
13021, GP02-374406, US Patent    Corning Inc. (US), 2016, A9517967, 58.17, 7.39, 19.94, 0.62, 0.06, 12.88, 0.71, , , 66.792
13022, GP02-374407, US Patent    Corning Inc. (US), 2016, A9517967, 58.7, 7.52, 18.56, 1.25, 0.06, 12.98, 0.7, , , 67.275
13023, GP02-374408, US Patent    Corning Inc. (US), 2016, A9517967, 57.94, 7.35, 18.33, 0.006045, 0.05, 13.21, 0.71, , , 67.62
13024, GP02-374409, US Patent    Corning Inc. (US), 2016, A9517967, 59.34, 6.0, 20.79, 0.46, 0.03, 13.01, 0.14, , , 65.964
13025, GP02-374410, US Patent    Corning Inc. (US), 2016, A9517967, 58.36, 5.81, 21.36, 0.88, 0.05, 12.6, 0.71, , , 66.309
13026, GP06-374411, US Patent    Corning Inc. (US), 2016, A9517967, 57.74, 5.45, 22.48, 1.27, 0.03, 12.59, 0.28, , , 68.034
13027, GP06-374412, US Patent    Corning Inc. (US), 2016, A9517967, 60.27, 5.41, 21.06, 1.23, 0.02, 11.57, 0.28, , , 67.62
13028, GP06-374413, US Patent    Corning Inc. (US), 2016, A9517967, 59.0, 4.85, 21.53, 3.16, 0.04, 11.12, 0.14, , , 71.484
13029, GP06-374414, US Patent    Corning Inc. (US), 2016, A9517967, 58.49, 3.21, 22.77, 2.51, 0.03, 12.55, 0.28, , , 71.691
13030, GP06-374415, US Patent    Corning Inc. (US), 2016, A9517967, 59.13, 5.19, 21.2, 1.47, 0.03, 12.8, , , , 67.206
13031, GP06-374425, US Patent    Corning Inc. (US), 2016, A9517967, 61.0, 3.6, 20.95, 1.57, 0.03, 12.67, , , , 69.345
13032, GP06-374426, US Patent    Corning Inc. (US), 2016, A9517967, 61.38, 3.58, 20.8, 1.77, 0.03, 12.27, 0.01, , , 69.621
13033, GP06-374427, US Patent    Corning Inc. (US), 2016, A9517967, 61.3, 3.56, 20.6, 1.9, 0.03, 12.45, , , , 69.414
13034, GP02-374428, US Patent    Corning Inc. (US), 2016, A9517967, 53.04, 6.58, 24.8, 0.07, 0.02, 15.23, 0.1, , , 66.309
13035, GP06-374430, US Patent    Corning Inc. (US), 2016, A9517967, 58.34, 6.31, 21.34, 0.94, 0.06, 12.38, 0.4, , , 66.585
13036, GP02-374432, US Patent    Corning Inc. (US), 2016, A9517967, 59.64, 5.35, 20.47, 1.34, 0.03, 12.8, 0.1, , , 67.965
13037, GP02-374433, US Patent    Corning Inc. (US), 2016, A9517967, 59.94, 5.3, 19.84, 1.02, 0.03, 13.5, 0.1, , , 68.586
13038, GP06-374435, US Patent    Corning Inc. (US), 2016, A9517967, 57.26, 5.68, 22.9, 1.55, 0.03, 12.37, 0.01, , , 68.931
13039, GP06-374436, US Patent    Corning Inc. (US), 2016, A9517967, 56.31, 6.39, 23.3, 2.21, 0.03, 11.52, 0.01, , , 69.69
13040, GP02-374437, US Patent    Corning Inc. (US), 2016, A9517967, 59.07, 4.9, 21.51, 0.97, 0.03, 13.31, 0.01, , , 67.689
13041, GP06-374438, US Patent    Corning Inc. (US), 2016, A9517967, 59.66, 5.91, 21.45, 0.36, 0.03, 12.38, 0.01, , , 66.24
13042, GP06-374440, US Patent    Corning Inc. (US), 2016, A9517967, 58.56, 4.91, 22.89, 1.0, 0.03, 12.4, 0.01, , , 68.517
13043, GP06-374441, US Patent    Corning Inc. (US), 2016, A9517967, 60.82, 4.88, 21.51, 0.98, 0.03, 11.57, 0.01, , , 68.034
13044, GP06-374442, US Patent    Corning Inc. (US), 2016, A9517967, 60.3, 4.76, 21.0, 1.21, 0.03, 12.47, 0.03, , , 67.689
13045, GP02-374443, US Patent    Corning Inc. (US), 2016, A9517967, 59.57, 5.11, 20.58, 1.49, 0.03, 13.03, 0.01, , , 68.724
13046, GP06-374545, US Patent    Corning Inc. (US), 2016, A9527767, 54.56, 3.81, 16.8, 1.14, 4.24, , , , , 69.73
13047, GP06-374546, US Patent    Corning Inc. (US), 2016, A9527767, 53.64, 2.75, 21.99, 0.84, 3.12, , , , , 72.75
13048, GP06-374547, US Patent    Corning Inc. (US), 2016, A9527767, 42.52, 6.34, 21.38, 1.13, 4.15, , , , , 66.05
13049, GP06-374548, US Patent    Corning Inc. (US), 2016, A9527767, 40.47, 8.95, 24.48, 0.81, 3.0, , , , , 77.09
13050, GP06-374549, US Patent    Corning Inc. (US), 2016, A9527767, 48.88, 5.85, 19.29, 0.98, 3.66, , , , , 67.27
13051, GP06-374550, US Patent    Corning Inc. (US), 2016, A9527767, 52.47, 0.03, 18.79, 1.11, 5.6, , , , , 74.01
13052, GP06-374551, US Patent    Corning Inc. (US), 2016, A9527767, 52.03, 0.03, 21.62, 0.05, 5.31, , , , , 75.3
13053, GP06-374552, US Patent    Corning Inc. (US), 2016, A9527767, 56.82, 0.04, 24.73, 0.88, 2.24, , , , , 77.7
13054, GP06-374553, US Patent    Corning Inc. (US), 2016, A9527767, 59.17, 1.8, 19.59, 1.16, 2.88, , , , , 73.88
13055, GP06-374554, US Patent    Corning Inc. (US), 2016, A9527767, 58.44, 6.64, 19.47, 1.69, 0.04, , , , , 67.07
13056, GP05-374555, US Patent    Corning Inc. (US), 2016, A9527767, 58.81, 15.75, 5.71, 0.02, 0.02, , , , , 54.85
13057, GP05-374556, US Patent    Corning Inc. (US), 2016, A9527767, 61.64, 16.16, 4.35, , , , , , , 54.71
13058, GP05-374557, US Patent    Corning Inc. (US), 2016, A9527767, 55.25, 19.56, 5.51, , , , , , , 53.41
13059, GP05-374558, US Patent    Corning Inc. (US), 2016, A9527767, 58.89, 15.66, 5.6, 0.02, 0.02, , , , , 55.5
13060, GP05-374559, US Patent    Corning Inc. (US), 2016, A9527767, 55.54, 22.38, 2.76, 0.02, 0.02, , , , , 53.57
13061, GP05-374560, US Patent    Corning Inc. (US), 2016, A9527767, 53.76, 21.36, 5.41, , , , , , , 50.6
13062, GP05-374561, US Patent    Corning Inc. (US), 2016, A9527767, 50.11, 24.89, 5.4, , , , , , , 51.47
13063, GP05-374562, US Patent    Corning Inc. (US), 2016, A9527767, 46.28, 28.65, 5.38, , , , , , , 45.88
13064, GP05-374563, US Patent    Corning Inc. (US), 2016, A9527767, 57.75, 13.96, 0.08, , , , , , , 71.51
13065, GP20-374564, US Patent    Corning Inc. (US), 2016, A9527767, 52.07, 13.66, 5.32, , , , , , , 67.37
13066, GP05-374566, US Patent    Corning Inc. (US), 2016, A9527767, 57.82, 13.65, 5.45, , , , , , , 60.74
13067, GP02-374719, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 71.17, , 4.31, 8.39, 1.33, 13.84, 0.96, , , 72.0
13068, GP02-374720, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 70.9, , 4.3, 7.41, 2.65, 13.79, 0.95, , , 73.0
13069, GP02-374721, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.88, , 4.33, 9.24, 1.43, 15.16, 0.96, , , 73.0
13070, GP02-374722, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.6, , 4.31, 8.18, 2.85, 15.1, 0.96, , , 73.0
13071, GP02-374723, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 71.04, , 4.31, 8.03, 1.33, 14.34, 0.95, , , 72.0
13072, GP02-374724, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 71.3, , 4.32, 8.75, 1.33, 13.34, 0.96, , , 73.0
13073, GP02-374725, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.76, , 4.32, 8.88, 1.43, 15.65, 0.96, , , 72.0
13074, GP03-374726, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 69.01, , 4.34, 9.6, 1.43, 14.66, 0.96, , , 73.0
13075, GP02-374727, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 70.67, , 4.28, 6.5, 3.86, 13.74, 0.95, , , 74.0
13076, GP02-374728, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 70.4, , 4.27, 5.53, 5.16, 13.69, 0.95, , , 74.0
13077, GP02-374729, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.34, , 4.29, 7.13, 4.25, 15.04, 0.95, , , 74.0
13078, GP02-374730, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.05, , 4.28, 6.09, 5.65, 14.98, 0.95, , , 74.0
13079, GP02-374731, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.92, , 4.3, 7.48, 3.5, 14.85, 0.95, , , 73.0
13080, GP02-374732, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.47, , 4.3, 7.62, 3.6, 15.06, 0.95, , , 74.0
13081, GP02-374733, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 69.26, , 4.29, 6.85, 4.15, 14.5, 0.95, , , 74.0
13082, GP02-374734, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 68.8, , 4.29, 6.99, 4.15, 14.82, 0.95, , , 74.0
13083, GP02-374735, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 69.94, , 4.27, 5.67, 5.26, 13.91, 0.95, , , 74.0
13084, GP02-374736, US Patent    Nippon Sheet Glass (J), 2016, A0214885, 69.45, , 4.27, 5.74, 5.36, 14.23, 0.95, , , 74.0
13085, GP02-374758, US Patent    Nippon Electric Glass (J), 2016, A0221863, 57.3, 2.0, 13.0, 2.0, 2.0, 14.5, 4.9, , , 75.0
13086, GP02-374759, US Patent    Nippon Electric Glass (J), 2016, A0221863, 61.6, 0.5, 18.0, 3.0, , 14.5, 2.0, , , 71.0
13087, GP02-374760, US Patent    Nippon Electric Glass (J), 2016, A0221863, 66.1, 2.5, 14.0, 3.0, , 13.4, 0.6, , , 70.0
13088, GP02-374761, US Patent    Nippon Electric Glass (J), 2016, A0221863, 66.2, , 13.7, 3.8, 0.4, 13.7, 1.9, , , 71.0
13089, GP02-374762, US Patent    Nippon Electric Glass (J), 2016, A0221863, 65.0, , 16.5, 3.4, , 14.7, , , , 70.0
13090, GP02-374763, US Patent    Nippon Electric Glass (J), 2016, A0221863, 61.7, 3.6, 19.8, 1.5, , 13.2, , , , 66.0
13091, GP02-374764, US Patent    Nippon Electric Glass (J), 2016, A0221863, 61.3, , 12.8, 6.5, 0.2, 12.3, 5.9, , , 73.0
13092, GP02-374765, US Patent    Nippon Electric Glass (J), 2016, A0221863, 58.3, , 24.7, 1.3, , 15.3, , , , 71.0
13093, GP02-374766, US Patent    Nippon Electric Glass (J), 2016, A0221863, 62.1, , 21.5, 1.3, , 14.7, , , , 71.0
13094, GP03-374788, US Patent    Hoya Corp. (J), 2016, A0225396, 58.98, , 18.04, 10.05, , 10.47, , , , 83.0
13095, GP03-374789, US Patent    Hoya Corp. (J), 2016, A0225396, 58.09, , 18.07, 10.39, , 10.98, , , , 83.0
13096, GP03-374790, US Patent    Hoya Corp. (J), 2016, A0225396, 64.71, , 10.13, 11.35, , 9.24, , , , 84.0
13097, GP03-374791, US Patent    Hoya Corp. (J), 2016, A0225396, 63.55, , 9.95, 9.18, 2.74, 8.07, , , , 83.0
13098, GP03-374792, US Patent    Hoya Corp. (J), 2016, A0225396, 67.01, , 6.79, 11.4, 0.93, 7.22, , , , 86.2
13099, GP03-374793, US Patent    Hoya Corp. (J), 2016, A0225396, 63.96, , 8.22, 10.4, , 8.99, , , , 85.3
13100, GP03-374794, US Patent    Hoya Corp. (J), 2016, A0225396, 59.32, , 18.15, 13.04, , 7.02, , , , 89.2
13101, GP03-374795, US Patent    Hoya Corp. (J), 2016, A0225396, 58.49, , 17.89, 10.29, , 10.88, , , , 83.4
13102, GP03-374796, US Patent    Hoya Corp. (J), 2016, A0225396, 62.1, , 16.73, 12.56, , 6.1, , , , 88.4
13103, GP03-374797, US Patent    Hoya Corp. (J), 2016, A0225396, 65.54, , 8.43, 11.33, 0.93, 7.17, , , , 86.5
13104, GP03-374798, US Patent    Hoya Corp. (J), 2016, A0225396, 64.62, , 10.12, 11.0, 0.46, 9.23, , , , 83.9
13105, GP03-374799, US Patent    Hoya Corp. (J), 2016, A0225396, 61.78, , 16.64, 11.18, 1.83, 6.07, , , , 86.4
13106, GP03-374800, US Patent    Hoya Corp. (J), 2016, A0225396, 64.68, , 10.13, 11.35, , 9.47, , , , 84.1
13107, GP03-374801, US Patent    Hoya Corp. (J), 2016, A0225396, 64.56, , 10.11, 11.33, 1.02, 8.6, , , , 84.9
13108, GP03-374802, US Patent    Hoya Corp. (J), 2016, A0225396, 64.19, , 10.06, 11.26, 1.48, 8.76, , , , 85.1
13109, GP03-374803, US Patent    Hoya Corp. (J), 2016, A0225396, 63.59, , 9.96, 11.15, 2.31, 8.88, , , , 85.8
13110, GP03-374804, US Patent    Hoya Corp. (J), 2016, A0225396, 64.03, , 10.01, 11.22, , 10.62, , , , 83.0
13111, GP03-374805, US Patent    Hoya Corp. (J), 2016, A0225396, 64.23, , 10.05, 11.25, , 10.22, , , , 83.0
13112, GP03-374806, US Patent    Hoya Corp. (J), 2016, A0225396, 65.15, , 10.09, 11.44, , 9.2, , , , 83.0
13113, GP03-374807, US Patent    Hoya Corp. (J), 2016, A0225396, 64.83, , 10.19, 11.47, , 9.39, , , , 83.0
13114, GP03-374808, US Patent    Hoya Corp. (J), 2016, A0225396, 64.73, , 10.14, 11.45, , 9.56, , , , 83.0
13115, GP02-375056, US Patent    Corning Inc. (US), 2016, A0251255, 48.46, , 18.92, 0.01, 0.02, 17.41, 0.05, , , 68.793
13116, GP02-375057, US Patent    Corning Inc. (US), 2016, A0251255, 49.8, , 18.56, 0.01, 0.02, 17.4, 0.48, , , 68.655
13117, GP02-375058, US Patent    Corning Inc. (US), 2016, A0251255, 49.25, , 18.74, 0.01, 0.02, 17.15, 1.35, , , 68.241
13118, GP02-375059, US Patent    Corning Inc. (US), 2016, A0251255, 53.16, , 18.83, 0.47, 0.02, 17.1, 0.04, , , 67.344
13119, GP02-375060, US Patent    Corning Inc. (US), 2016, A0251255, 48.51, , 19.64, 0.01, 0.02, 16.67, 0.05, , , 67.275
13120, GP02-375061, US Patent    Corning Inc. (US), 2016, A0251255, 51.77, , 16.83, 0.01, 0.02, 17.7, 1.65, , , 68.793
13121, GP02-375062, US Patent    Corning Inc. (US), 2016, A0251255, 51.35, , 17.49, 0.01, 0.02, 17.6, 0.52, , , 68.931
