Search Condition
State,Not Specified
Composition
,Component Unit,mass%
Component,Main,,Component,,,,min,max
,,NOT,B2O3,,,,,,
,*,AND,Na2O,,,,,,
,*,AND,MgO,,,,,,
,*,AND,Al2O3,,,,,,
,*,AND,SiO2,,,,,,
,,OR,SO2,SO3,,,,,
,,OR,K2O,,,,,,
,*,AND,CaO,,,,,,
,Total of Main Components >=,96,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Poisson Ratio,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,10000

List Condition
,Component Unit,mass%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, Na2O, K2O, SO3, SO2, Poisson Ratio
1394, GP02-316709, US Patent    Corning Inc. (US), 2014, A0186632, 62.2, 2.72, 18.91, 2.07, 0.41, 13.43, 0.01, , , 0.211
1395, GP02-316710, US Patent    Corning Inc. (US), 2014, A0186632, 61.97, 2.78, 18.76, 2.02, 0.42, 12.42, 1.38, , , 0.21
1396, GP02-316711, US Patent    Corning Inc. (US), 2014, A0186632, 61.97, 2.79, 18.82, 2.07, 0.05, 13.5, 0.04, , , 0.202
1397, GP02-316712, US Patent    Corning Inc. (US), 2014, A0186632, 61.61, 2.81, 18.73, 2.07, 0.04, 12.62, 1.35, , , 0.214
1398, GP02-316713, US Patent    Corning Inc. (US), 2014, A0186632, 61.66, 2.8, 18.73, 1.73, 0.41, 12.48, 1.38, , , 0.221
1399, GP02-316714, US Patent    Corning Inc. (US), 2014, A0186632, 61.52, 2.79, 18.68, 1.69, 0.04, 12.55, 1.38, , , 0.209
1400, GP02-331477, Japanese Patent    AGC (J), 2012, AW026290, 59.03, , 7.9, 4.93, 3.48, 9.03, 12.99, , , 0.23
1401, GP02-331478, Japanese Patent    AGC (J), 2012, AW026290, 58.14, , 8.34, 3.3, 3.4, 9.01, 12.98, , , 0.23
1402, GP02-331479, Japanese Patent    AGC (J), 2012, AW026290, 60.75, , 9.6, 6.96, 0.09, 11.68, 5.92, , , 0.22
1403, GP02-331483, Japanese Patent    AGC (J), 2012, AW026290, 70.37, , 3.35, 6.89, 0.28, 10.99, 7.11, , , 0.18
1404, GP02-331486, Japanese Patent    AGC (J), 2012, AW026290, 60.92, , 12.83, 6.66, 0.09, 12.2, 5.93, , , 0.23
1405, GP02-342495, Japanese Patent    Corning Inc. (US), 2015, AW031427, 45.11, , 20.86, 0.2, 2.78, 12.29, 0.58, , , 0.278
1406, GP02-342567, Japanese Patent    Corning Inc. (US), 2015, AW031420, 52.4, 3.84, 22.76, 1.47, 0.03, 13.92, 0.04, , , 0.264
1407, GP02-342568, Japanese Patent    Corning Inc. (US), 2015, AW031420, 50.31, 1.74, 22.97, 1.43, 0.03, 14.07, 0.07, , , 0.236
1408, GP06-342569, Japanese Patent    Corning Inc. (US), 2015, AW031420, 56.45, 3.32, 21.03, 1.5, 0.04, 12.09, 0.04, , , 0.189
1409, GP06-342570, Japanese Patent    Corning Inc. (US), 2015, AW031420, 55.43, 2.26, 21.74, 1.8, 0.04, 12.41, 0.04, , , 0.192
1410, GP02-342589, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.4, 8.42, 20.66, 0.01, 0.06, 12.51, 0.72, , , 0.226
1411, GP06-342591, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.39, 6.23, 22.61, 0.01, 0.05, 12.76, 0.73, , , 0.221
1412, GP02-342593, Japanese Patent    Corning Inc. (US), 2015, AW080893, 59.03, 6.52, 20.91, 0.01, 0.04, 12.89, 0.37, , , 0.221
1413, GP02-342594, Japanese Patent    Corning Inc. (US), 2015, AW080893, 58.89, 7.21, 19.84, 0.01, 0.2, 10.81, 2.82, , , 0.226
1414, GP06-342595, Japanese Patent    Corning Inc. (US), 2015, AW080893, 56.93, 6.11, 23.11, 0.01, 0.11, 12.09, 1.42, , , 0.215
1415, GP06-342596, Japanese Patent    Corning Inc. (US), 2015, AW080893, 56.71, 7.27, 22.59, 0.01, 0.05, 12.45, 0.7, , , 0.218
1416, GP02-342597, Japanese Patent    Corning Inc. (US), 2015, AW080893, 59.34, 6.0, 20.79, 0.46, 0.03, 13.01, 0.14, , , 0.222
1417, GP02-342598, Japanese Patent    Corning Inc. (US), 2015, AW080893, 47.58, 6.42, 28.16, 0.01, 0.1, 16.32, 1.21, , , 0.238
1418, GP06-342599, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.68, 7.27, 21.52, 0.005997, 0.05, 12.55, 0.71, , , 0.215
1419, GP06-342601, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.59, 7.36, 21.99, 0.006, 0.05, 12.78, 0.01, , , 0.239
1420, GP02-342603, Japanese Patent    Corning Inc. (US), 2015, AW080893, 50.92, 7.15, 25.54, 0.01, 0.1, 14.7, 1.36, , , 0.224
1421, GP02-342604, Japanese Patent    Corning Inc. (US), 2015, AW080893, 59.31, 7.35, 20.22, 0.006048, 0.008415, 12.88, 0.01, , , 0.225
1422, GP06-342605, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.68, 7.95, 21.23, 0.006015, 0.05, 12.86, 0.01, , , 0.238
1423, GP02-342607, Japanese Patent    Corning Inc. (US), 2015, AW080893, 53.07, 6.59, 24.82, 0.005925, 0.02, 15.24, 0.1, , , 0.224
1424, GP02-342608, Japanese Patent    Corning Inc. (US), 2015, AW080893, 64.19, 4.16, 19.04, 0.01, 0.06, 11.58, 0.73, , , 0.209
1425, GP02-342609, Japanese Patent    Corning Inc. (US), 2015, AW080893, 47.48, 8.2, 27.14, 0.005835, 0.04, 16.57, 0.35, , , 0.233
1426, GP06-342610, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.41, 7.28, 21.12, 0.005989, 0.05, 12.08, 0.73, , , 0.229
1427, GP02-342611, Japanese Patent    Corning Inc. (US), 2015, AW080893, 56.51, 8.43, 21.21, 0.01, 0.05, 12.87, 0.7, , , 0.218
1428, GP06-342612, Japanese Patent    Corning Inc. (US), 2015, AW080893, 58.15, 6.9, 21.26, 0.62, 0.02, 12.75, 0.14, , , 0.223
1429, GP02-342613, Japanese Patent    Corning Inc. (US), 2015, AW080893, 61.08, 6.31, 19.67, 0.006058, 0.06, 11.93, 0.72, , , 0.211
1430, GP02-342614, Japanese Patent    Corning Inc. (US), 2015, AW080893, 60.46, 5.39, 20.14, 1.23, 0.03, 12.3, 0.29, , , 0.216
1431, GP02-342615, Japanese Patent    Corning Inc. (US), 2015, AW080893, 58.23, 4.8, 21.51, 1.56, 0.05, 12.9, 0.72, , , 0.209
1432, GP06-342616, Japanese Patent    Corning Inc. (US), 2015, AW080893, 59.6, 5.33, 21.33, 1.29, 0.03, 12.1, 0.16, , , 0.219
1433, GP02-342617, Japanese Patent    Corning Inc. (US), 2015, AW080893, 56.55, 6.05, 21.34, 0.01, 0.3, 10.93, 4.6, , , 0.212
1434, GP02-342618, Japanese Patent    Corning Inc. (US), 2015, AW080893, 56.48, 9.35, 20.39, 0.005994, 0.02, 12.19, 1.32, , , 0.223
1435, GP02-342619, Japanese Patent    Corning Inc. (US), 2015, AW080893, 55.35, 8.07, 20.88, 0.01, 0.29, 10.74, 4.44, , , 0.219
1436, GP02-342620, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.75, 9.86, 18.98, 0.006028, 0.02, 11.8, 1.32, , , 0.213
1437, GP06-342621, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.96, 7.2, 21.5, 0.005982, 0.008322, 11.7, 1.37, , , 0.214
1438, GP02-342622, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.73, 7.23, 21.19, 0.006004, 0.05, 12.81, 0.72, , , 0.23
1439, GP02-342623, Japanese Patent    Corning Inc. (US), 2015, AW080893, 58.64, 6.49, 21.15, 0.00602, 0.05, 13.03, 0.37, , , 0.199
1440, GP02-342624, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.21, 8.39, 20.99, 0.01, 0.06, 12.4, 0.72, , , 0.225
1441, GP02-342625, Japanese Patent    Corning Inc. (US), 2015, AW080893, 55.41, 9.82, 20.57, , 0.02, 12.55, 1.41, , , 0.22
1442, GP02-342626, Japanese Patent    Corning Inc. (US), 2015, AW080893, 58.91, 7.41, 19.78, 0.006043, 0.05, 12.9, 0.72, , , 0.215
1443, GP02-342627, Japanese Patent    Corning Inc. (US), 2015, AW080893, 54.61, 10.57, 20.47, 0.005977, 0.02, 12.62, 1.49, , , 0.226
1444, GP02-342628, Japanese Patent    Corning Inc. (US), 2015, AW080893, 55.75, 10.76, 19.97, 0.005993, 0.02, 11.89, 1.39, , , 0.225
1445, GP02-342629, Japanese Patent    Corning Inc. (US), 2015, AW080893, 57.79, 7.39, 19.75, 0.006011, 0.05, 12.72, 2.08, , , 0.208
1446, GP06-352238, US Patent    Corning Inc. (US), 2013, A0224491, 54.87, , 24.83, 4.96, 0.08, 14.89, , , , 0.22
1447, GP06-352239, US Patent    Corning Inc. (US), 2013, A0224491, 51.13, , 28.54, 5.41, 0.08, 14.48, , , , 0.215
1448, GP06-352242, US Patent    Corning Inc. (US), 2013, A0224491, 53.75, , 24.41, 0.08, 6.77, 14.63, , , , 0.22
1449, GP06-352243, US Patent    Corning Inc. (US), 2013, A0224491, 50.53, , 28.05, 0.08, 6.72, 14.29, , , , 0.237
1450, GP06-352244, US Patent    Corning Inc. (US), 2013, A0224491, 54.16, , 24.61, 2.07, 4.14, 14.66, , , , 0.225
1451, GP06-352245, US Patent    Corning Inc. (US), 2013, A0224491, 58.76, , 22.43, 3.17, 1.83, 13.46, , , , 0.216
1452, GJ02-353053, J. Non-Crystalline Solids, 2014, v. 387  p. 0071, 66.66, , 18.17, , , 0.03, 0.001183, , , 0.23
1453, GJ02-353054, J. Non-Crystalline Solids, 2014, v. 387  p. 0071, 55.41, , 15.43, , , 29.16, 0.002473, , , 0.255
1454, GJ02-353055, J. Non-Crystalline Solids, 2014, v. 387  p. 0071, 49.55, , 13.73, , , 0.008362, 36.72, , , 0.262
1455, GP06-353488, Japanese Patent    Corning Inc. (US), 2013, A502371, 56.94, 9.17, 20.37, 0.01, 0.03, 10.46, 2.8, , , 0.209
1456, GP06-353490, Japanese Patent    Corning Inc. (US), 2013, A502371, 59.46, 10.49, 17.36, , , 10.74, 1.84, , , 0.218
1457, GP06-353491, Japanese Patent    Corning Inc. (US), 2013, A502371, 57.13, 6.21, 21.2, 1.21, 0.04, 10.49, 3.5, , , 0.219
1458, GP06-353492, Japanese Patent    Corning Inc. (US), 2013, A502371, 55.17, 6.19, 21.14, 1.2, 0.04, 11.84, 4.2, , , 0.216
1459, GP06-353493, Japanese Patent    Corning Inc. (US), 2013, A502371, 59.73, 11.59, 15.89, 0.01, 0.04, 10.78, 1.85, , , 0.213
1460, GP02-353681, US Patent    AGC (J), 2013, A0302617, 68.43, , 9.94, 6.75, , 12.09, 1.53, , , 0.2
1461, GP06-353969, US Patent    Corning Inc. (US), 2014, A1016172, 56.9, 7.3, 21.38, 0.62, 0.06, 12.81, 0.7, , , 0.23
1462, GP06-353971, US Patent    Corning Inc. (US), 2014, A1016172, 59.36, 5.89, 20.79, 0.47, 0.03, 13.09, 0.14, , , 0.23
1463, GP06-353972, US Patent    Corning Inc. (US), 2014, A1016172, 58.36, 5.81, 21.36, 0.88, 0.05, 12.6, 0.71, , , 0.2
1464, GP06-353973, US Patent    Corning Inc. (US), 2014, A1016172, 57.74, 5.45, 22.48, 1.27, 0.03, 12.59, 0.28, , , 0.22
1465, GP06-353974, US Patent    Corning Inc. (US), 2014, A1016172, 60.13, 5.38, 21.44, 1.23, 0.03, 11.35, 0.28, , , 0.2
1466, GP06-353975, US Patent    Corning Inc. (US), 2014, A1016172, 58.15, 6.9, 21.26, 0.62, 0.02, 12.75, 0.14, , , 0.22
1467, GP06-353976, US Patent    Corning Inc. (US), 2014, A1016172, 59.4, 5.39, 21.25, 0.65, 0.03, 12.96, 0.16, , , 0.21
1468, GP06-353980, US Patent    Corning Inc. (US), 2014, A1016172, 59.64, 4.95, 21.45, 0.94, 0.06, 12.33, 0.4, , , 0.21
1469, GP06-353982, US Patent    Corning Inc. (US), 2014, A1016172, 59.74, 5.44, 20.34, 1.67, 0.03, 12.43, 0.1, , , 0.22
1470, GP06-353983, US Patent    Corning Inc. (US), 2014, A1016172, 59.75, 5.41, 20.45, 1.77, 0.04, 12.23, 0.1, , , 0.21
1471, GP06-353984, US Patent    Corning Inc. (US), 2014, A1016172, 59.2, 4.91, 21.65, 1.58, 0.03, 12.42, 0.01, , , 0.21
1472, GJ02-354249, J. Applied Physics, 2005, v. 097  p. 093522, 73.19, , 1.01, 3.52, 8.47, 13.1, 0.6, , , 0.23
1473, GJ40-355096, J. Non-Crystalline Solids, 2014, v. 404  p. 0124, , , , , , , , 18.57, , 0.317
1474, GJ40-355097, J. Non-Crystalline Solids, 2014, v. 404  p. 0124, , , , , , 13.82, , 17.24, , 0.303
1475, GJ40-355098, J. Non-Crystalline Solids, 2014, v. 404  p. 0124, , , , , , , , 13.48, , 0.294
1476, GJ40-355099, J. Non-Crystalline Solids, 2014, v. 404  p. 0124, , , , , , , , 12.51, , 0.369
1477, GJ20-355764, J. Non-Crystalline Solids, 2015, v. 410  p. 0142, , , 0.43, , , , , 10.13, , 0.369
1478, GJ20-355765, J. Non-Crystalline Solids, 2015, v. 410  p. 0142, , , , , , , , 16.35, , 0.317
1479, GJ20-355766, J. Non-Crystalline Solids, 2015, v. 410  p. 0142, , , , , , 13.27, , 15.45, , 0.303
1480, GJ20-355767, J. Non-Crystalline Solids, 2015, v. 410  p. 0142, , , , , , , 19.58, 15.39, , 0.3
1481, GJ20-355768, J. Non-Crystalline Solids, 2015, v. 410  p. 0142, , , , , , , , 12.88, , 0.294
1482, GP02-356857, US Patent    Corning Inc. (US), 2014, A0227523, 62.19, 2.76, 18.91, 2.36, 0.04, 13.48, 0.01, , , 0.216
1483, GP02-356858, US Patent    Corning Inc. (US), 2014, A0227523, 61.97, 2.79, 18.82, 2.07, 0.05, 13.5, 0.04, , , 0.202
1484, GP02-356859, US Patent    Corning Inc. (US), 2014, A0227523, 60.49, 3.85, 19.75, 1.74, 0.41, 12.13, 1.36, , , 0.209
1485, GP02-356860, US Patent    Corning Inc. (US), 2014, A0227523, 61.69, 3.65, 18.71, 1.7, 0.42, 12.23, 1.35, , , 0.203
1486, GP02-356861, US Patent    Corning Inc. (US), 2014, A0227523, 60.35, 3.73, 19.65, 1.09, 0.03, 13.25, 0.01, , , 0.216
1487, GP02-356862, US Patent    Corning Inc. (US), 2014, A0227523, 61.22, 3.73, 19.57, 1.51, 0.04, 13.67, 0.01, , , 0.215
1488, GP02-356863, US Patent    Corning Inc. (US), 2014, A0227523, 61.25, 4.22, 19.69, 1.36, 0.03, 13.12, 0.01, , , 0.225
1489, GP02-356864, US Patent    Corning Inc. (US), 2014, A0227523, 61.43, 4.34, 19.64, 1.12, 0.05, 13.16, 0.01, , , 0.207
1490, GP02-356865, US Patent    Corning Inc. (US), 2014, A0227523, 61.33, 4.2, 19.62, 1.52, 0.03, 13.07, 0.01, , , 0.224
1491, GP02-356866, US Patent    Corning Inc. (US), 2014, A0227523, 61.47, 4.37, 19.53, 1.49, 0.03, 12.88, 0.01, , , 0.217
1492, GP02-357354, US Patent    Corning Inc. (US), 2014, A0356576, 62.31, , 11.27, 0.02, 1.84, 10.33, 3.71, , , 0.237
1493, GP02-357355, US Patent    Corning Inc. (US), 2014, A0356576, 62.41, , 15.97, 2.28, 1.35, 7.71, 1.47, , , 0.212
1494, GP02-357356, US Patent    Corning Inc. (US), 2014, A0356576, 65.97, , 16.42, 4.1, 0.95, 3.98, 4.53, , , 0.228
1495, GP02-357357, US Patent    Corning Inc. (US), 2014, A0356576, 62.73, 4.37, 12.79, 1.02, 0.62, 9.35, 1.87, , , 0.216
1496, GP02-357358, US Patent    Corning Inc. (US), 2014, A0356576, 63.5, , 17.96, 0.65, 1.57, 8.93, 0.38, , , 0.217
1497, GP02-357360, US Patent    Corning Inc. (US), 2014, A0356576, 63.15, , 15.25, 1.91, 0.12, 11.45, 1.87, , , 0.214
1498, GP02-357361, US Patent    Corning Inc. (US), 2014, A0356576, 64.4, , 16.46, 0.69, 1.63, 10.74, 0.41, , , 0.207
1499, GP02-357362, US Patent    Corning Inc. (US), 2014, A0356576, 62.88, , 15.08, 0.03, 3.14, 11.29, 1.83, , , 0.222
1500, GP02-357363, US Patent    Corning Inc. (US), 2014, A0356576, 62.44, , 17.34, 1.08, 1.66, 11.05, 0.39, , , 0.22
1501, GP06-357576, European Patent    Corning Inc. (US), 2012, A2467340, 57.13, 6.21, 21.2, 1.21, 0.04, 10.49, 3.5, , , 0.219
1502, GP06-357578, European Patent    Corning Inc. (US), 2012, A2467340, 55.17, 6.19, 21.14, 1.2, 0.04, 11.84, 4.2, , , 0.21
1503, GP06-357579, European Patent    Corning Inc. (US), 2012, A2467340, 57.61, 10.11, 18.48, , , 12.16, 1.37, , , 0.21
1504, GP02-357764, US Patent    Ohara Inc. (J), 2012, A8178452, 27.5, , , , , 9.0, 2.0, , , 0.265
1505, GP02-357765, US Patent    Ohara Inc. (J), 2012, A8178452, 29.0, , , , , , 6.0, , , 0.232
1506, GP02-357766, US Patent    Ohara Inc. (J), 2012, A8178452, 34.0, , , , , 1.0, 3.0, , , 0.263
1507, GP02-357767, US Patent    Ohara Inc. (J), 2012, A8178452, 24.0, , , , , 1.0, 10.5, , , 0.231
1508, GP02-357768, US Patent    Ohara Inc. (J), 2012, A8178452, 28.0, , , , , , 8.0, , , 0.269
1509, GP02-357769, US Patent    Ohara Inc. (J), 2012, A8178452, 26.99, , , , , , 10.07, , , 0.244
1510, GP02-357770, US Patent    Ohara Inc. (J), 2012, A8178452, 27.0, 2.0, , , , , 6.0, , , 0.244
1511, GP02-357771, US Patent    Ohara Inc. (J), 2012, A8178452, 28.0, , 1.0, , , , 6.0, , , 0.25
1512, GP02-357772, US Patent    Ohara Inc. (J), 2012, A8178452, 24.12, , , , , , 13.07, , , 0.278
1513, GP02-357773, US Patent    Ohara Inc. (J), 2012, A8178452, 21.94, , , , , , 14.29, , , 0.257
1514, GJ05-358789, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 78.92, 13.24, 2.14, , , 4.89, 0.76, , , 0.2
1515, GJ05-358792, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 67.95, 20.6, 3.18, , , 0.68, 7.18, , , 0.206
1516, GJ02-359437, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.64, , 2.57, 0.67, 9.18, 13.86, , , , 0.207
1517, GJ02-359438, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 72.85, , 2.51, 1.26, 9.58, 13.69, , , , 0.204
1518, GJ02-359439, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 72.31, , 2.58, 2.0, 9.72, 13.31, , , , 0.211
1519, GJ02-359440, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 70.93, , 2.59, 2.57, 9.73, 13.9, , 0.2, , 0.214
1520, GJ02-359441, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 70.14, , 2.58, 3.26, 9.62, 14.29, , , , 0.217
1521, GJ02-359442, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 69.67, , 2.64, 3.93, 9.74, 13.91, , , , 0.213
1522, GJ02-359443, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 69.03, , 2.5, 4.6, 9.84, 13.91, , , , 0.214
1523, GJ02-359444, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 75.56, , 2.46, 1.94, 6.75, 13.21, , , , 0.197
1524, GJ02-359445, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.83, , 2.53, 1.9, 7.7, 14.01, , , , 0.199
1525, GJ02-359446, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.14, , 2.61, 1.93, 8.69, 13.51, , , , 0.201
1526, GJ02-359447, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 72.31, , 2.58, 2.0, 9.72, 13.31, , , , 0.211
1527, GJ02-359448, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 71.17, , 2.57, 1.99, 10.69, 13.5, , , , 0.213
1528, GJ02-359449, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 70.38, , 2.53, 1.93, 11.48, 13.6, , , , 0.217
1529, GJ02-359450, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 69.21, , 2.59, 1.93, 12.49, 13.7, , , , 0.207
1530, GJ02-359451, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 68.29, , 2.52, 1.93, 13.43, 13.7, , , , 0.213
1531, GJ02-359452, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 71.93, , 2.13, 0.67, 11.3, 13.89, , , , 0.211
1532, GJ02-359453, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 72.31, , 2.58, 2.0, 9.72, 13.31, , , , 0.211
1533, GJ02-359454, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.34, , 2.02, 3.22, 7.72, 13.59, , , , 0.207
1534, GJ02-359455, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 74.02, , 2.01, 4.53, 5.86, 13.5, , , , 0.199
1535, GJ02-359456, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.98, , 2.11, 6.08, 3.92, 13.8, , , , 0.205
1536, GJ02-359457, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.91, , 2.19, 7.57, 1.94, 14.3, , , , 0.203
1537, GP02-359538, Japanese Patent    AGC (J), 2015, A006959, 60.77, , 9.6, 6.96, 0.09, 11.67, 5.91, , , 0.22
1538, GP02-360677, US Patent    Corning Inc. (US), 2015, A8946103, 62.19, 2.76, 18.91, 2.36, 0.04, 13.48, 0.01, , , 0.216
1539, GP02-360678, US Patent    Corning Inc. (US), 2015, A8946103, 61.97, 2.79, 18.82, 2.07, 0.05, 13.5, 0.04, , , 0.202
1540, GP02-360679, US Patent    Corning Inc. (US), 2015, A8946103, 60.87, 3.75, 19.82, 2.04, 0.04, 13.19, 0.04, , , 0.213
1541, GP02-360680, US Patent    Corning Inc. (US), 2015, A8946103, 61.97, 3.64, 18.81, 1.72, 0.42, 13.18, 0.01, , , 0.223
1542, GP02-360681, US Patent    Corning Inc. (US), 2015, A8946103, 60.35, 3.72, 19.66, 1.09, 0.03, 13.25, 0.01, , , 0.216
1543, GP02-360682, US Patent    Corning Inc. (US), 2015, A8946103, 61.22, 3.73, 19.57, 1.51, 0.04, 13.67, 0.01, , , 0.215
1544, GP02-360683, US Patent    Corning Inc. (US), 2015, A8946103, 61.25, 4.22, 19.69, 1.36, 0.03, 13.12, 0.01, , , 0.225
1545, GP02-360684, US Patent    Corning Inc. (US), 2015, A8946103, 61.59, 4.5, 19.48, 1.29, 0.03, 12.85, 0.01, , , 0.223
1546, GP02-360685, US Patent    Corning Inc. (US), 2015, A8946103, 61.78, 4.17, 19.53, 1.48, 0.03, 12.8, 0.01, , , 0.221
1547, GP02-360686, US Patent    Corning Inc. (US), 2015, A8946103, 61.47, 4.37, 19.53, 1.49, 0.03, 12.88, 0.01, , , 0.217
1548, GP02-360707, US Patent    Corning Inc. (US), 2015, A8951927, 62.19, 2.76, 18.91, 2.36, 0.04, 13.48, 0.01, , , 0.216
1549, GP02-360708, US Patent    Corning Inc. (US), 2015, A8951927, 61.97, 2.79, 18.82, 2.07, 0.05, 13.5, 0.04, , , 0.202
1550, GP02-360709, US Patent    Corning Inc. (US), 2015, A8951927, 60.49, 3.85, 19.75, 1.74, 0.41, 12.13, 1.36, , , 0.209
1551, GP02-360710, US Patent    Corning Inc. (US), 2015, A8951927, 61.69, 3.65, 18.71, 1.7, 0.42, 12.23, 1.35, , , 0.203
1552, GP02-360711, US Patent    Corning Inc. (US), 2015, A8951927, 60.29, 3.78, 19.68, 1.12, 0.41, 13.34, 0.01, , , 0.205
1553, GP02-360712, US Patent    Corning Inc. (US), 2015, A8951927, 60.95, 3.63, 19.27, 1.85, 0.1, 12.65, 0.95, , , 0.212
1554, GP02-360713, US Patent    Corning Inc. (US), 2015, A8951927, 61.25, 4.22, 19.69, 1.36, 0.03, 13.12, 0.01, , , 0.225
1555, GP02-360714, US Patent    Corning Inc. (US), 2015, A8951927, 61.41, 4.34, 19.63, 1.12, 0.05, 13.16, 0.04, , , 0.207
1556, GP02-360715, US Patent    Corning Inc. (US), 2015, A8951927, 61.33, 4.2, 19.62, 1.52, 0.03, 13.07, 0.01, , , 0.224
1557, GP02-360716, US Patent    Corning Inc. (US), 2015, A8951927, 61.47, 4.37, 19.53, 1.49, 0.03, 12.88, 0.01, , , 0.217
1558, GP08-361050, US Patent    Corning Inc. (US), 2015, A0010739, 60.96, , 18.36, , 3.22, 7.1, 6.17, , , 0.2
1559, GP02-361149, US Patent    Corning Inc. (US), 2015, A0037552, 65.24, 5.23, , , , , 17.8, , , 0.221
1560, GP02-361150, US Patent    Corning Inc. (US), 2015, A0037552, 66.47, 5.33, , , , , 18.14, , , 0.223
1561, GP02-361151, US Patent    Corning Inc. (US), 2015, A0037552, 65.52, 5.26, , , , 0.89, 16.53, , , 0.222
1562, GP02-361157, US Patent    Corning Inc. (US), 2015, A0037552, 66.38, 5.46, 3.04, , 2.21, , 18.61, , , 0.21
1563, GP02-361158, US Patent    Corning Inc. (US), 2015, A0037552, 65.17, 5.36, 2.98, , , , 18.26, , , 0.215
1564, GP06-361321, US Patent    Corning Inc. (US), 2015, A0064473, 51.07, 2.58, 23.31, 1.45, 0.03, 14.11, 0.05, , , 0.236
1565, GP06-361322, US Patent    Corning Inc. (US), 2015, A0064473, 55.43, 2.26, 21.74, 1.8, 0.04, 12.41, 0.04, , , 0.192
1566, GP06-361324, US Patent    Corning Inc. (US), 2015, A0064474, 45.11, , 20.86, 0.2, 2.78, 12.29, 0.58, , , 0.278
1567, GJ05-361501, Int. J. Applied Glass Science, 2014, v. 005  p. 0334, 80.52, 12.69, 2.53, , 0.02, 3.53, 0.64, , , 0.18
1568, GJ02-361502, Int. J. Applied Glass Science, 2014, v. 005  p. 0334, 73.21, , 1.45, 0.08, 10.28, 14.71, 0.009998, 0.009998, , 0.203
1569, GJ04-362700, Glass & Ceramics, 2014, v. 070  p. 0338, 27.03, , 0.3, , , 0.5, 1.27, , , 0.2
1570, GJ04-362740, J. Applied Physics, 2011, v. 110  p. 013507, 30.33, , , , , , 1.5, , , 0.211
1571, GP02-364719, US Patent    Corning Inc. (US), 2015, A9156725, 62.31, , 11.27, 0.02, 1.84, 10.33, 3.71, , , 0.237
1572, GP02-364720, US Patent    Corning Inc. (US), 2015, A9156725, 67.49, , 16.57, 3.35, 1.88, 5.02, 1.52, , , 0.214
1573, GP02-364721, US Patent    Corning Inc. (US), 2015, A9156725, 65.97, , 16.42, 4.1, 0.95, 3.98, 4.53, , , 0.228
1574, GP02-364722, US Patent    Corning Inc. (US), 2015, A9156725, 62.73, 4.37, 12.79, 1.02, 0.62, 9.35, 1.87, , , 0.216
1575, GP02-364723, US Patent    Corning Inc. (US), 2015, A9156725, 62.62, , 11.54, 1.27, 2.83, 11.57, 0.36, , , 0.23
1576, GP02-364725, US Patent    Corning Inc. (US), 2015, A9156725, 62.3, , 14.91, 0.03, 2.19, 11.21, 1.81, , , 0.217
1577, GP02-364726, US Patent    Corning Inc. (US), 2015, A9156725, 63.74, , 16.33, 1.11, 0.96, 13.02, 0.4, , , 0.214
